user_id,signup_date,last_order_date,total_orders,total_spend,favorite_cuisine,last_platform_used,days_since_last_order,last_order_value,customer_lifetime_value,number_of_orders,number_of_users_referred
6cd6b9e1-0765-4c22-9bcd-e988ce25d281,2025-09-03,2024-10-07,6,325.83,Italian,Android,352,52.76,488.75,6,0
4212173f-5e99-4f0d-8840-42f9db66cc53,2022-12-29,2025-07-22,62,4346.15,Burgers,iOS,64,72.87,7519.22,62,4
217c82b1-c884-4ac6-a19a-4805e03a0ab6,2024-04-30,2025-09-14,133,10090.22,Italian,iOS,10,82.03,16385.33,133,5
5625583a-6b32-464f-853a-8da22f2ff254,2025-09-10,2024-09-13,2,100.06,Pizza,Web,376,43.29,150.1,2,0
a1f3a5bc-6580-44de-9bc0-04500ddf8da3,2023-10-31,2025-08-23,67,3886.0,Burgers,iOS,32,50.33,5828.99,67,0
ece3e35d-3a99-442f-98d6-87f69bb5a052,2024-05-25,2025-02-10,29,1621.11,Asian,Web,226,66.09,2681.67,29,1
6ced484e-acde-4588-ae92-0236b1ddecb7,2025-07-01,2024-09-30,6,354.91,Italian,iOS,359,67.38,532.37,6,0
26f3af26-2cc6-43c2-9e50-661f2fce10ae,2023-01-19,2025-09-08,237,25547.14,Pizza,Android,16,111.93,39320.7,237,4
73b171e5-cc56-4dff-8314-d41cf699734e,2024-04-26,2025-03-03,35,1465.66,Arabic,iOS,205,35.18,2198.5,35,0
a819d4b9-b1a6-4ed3-ba76-1f37e1a06de2,2023-08-03,2025-09-13,124,14486.81,Asian,Android,11,135.93,22980.22,124,5
50e5b83b-c388-4b0e-a263-e16c66b768bd,2023-09-05,2025-07-08,59,6770.41,Italian,Web,78,102.3,11655.61,59,6
143d9bff-1a89-483c-871a-8d5363e07207,2023-12-16,2025-08-30,111,11892.79,Pizza,Android,25,109.85,19589.19,111,7
17a0fba1-1994-4293-bbc6-423eb58a4321,2023-01-31,2025-09-14,115,15256.25,Arabic,iOS,10,122.97,24384.37,115,6
d0b68d02-80dc-4ba1-9a0e-b3c3f8f001ae,2025-07-29,2024-09-23,1,42.23,Italian,Android,366,45.43,63.34,1,0
a3b0e3da-845e-4ab9-8c00-7490888d7c51,2025-08-23,2024-12-12,19,865.38,Pizza,iOS,286,42.1,1298.07,19,0
e7893317-c2af-4a5f-8191-08800f5a1a7c,2022-11-23,2025-07-24,66,4204.29,Burgers,Android,62,64.84,6556.44,66,1
96bc3f42-797e-4c89-9bbc-af4503d7f55b,2025-09-09,2025-04-27,46,3220.58,Indian,iOS,150,79.33,4830.87,46,0
7e99cb58-b601-4fce-bb2f-f24965658fc1,2025-08-11,2024-10-04,4,212.82,Healthy,iOS,355,58.45,319.23,4,0
14420114-dfe7-44a4-b225-70ff20baeb3f,2024-09-14,2025-06-27,58,3595.56,Burgers,Web,89,51.68,5393.35,58,0
5bbdcdb6-f117-4ec0-a1ea-1d2e98744952,2022-04-01,2025-04-08,43,3698.27,Italian,Android,169,88.29,5547.41,43,0
ee550e96-037c-4932-a5b3-2f0bc91ca763,2024-08-14,2025-04-03,39,1921.15,Asian,Android,174,41.56,2881.73,39,0
b7e11681-fe84-40fe-a289-767172349df0,2025-05-02,2024-12-27,21,919.39,Healthy,iOS,271,45.24,1379.09,21,0
a37ae656-2a03-4bf9-9a4d-4948435bfa43,2025-08-01,2024-10-01,5,163.28,Pizza,iOS,358,34.62,244.92,5,0
1c6472c8-bafe-40d2-a5b3-cc2e137de405,2024-03-02,2025-03-24,38,2019.11,Asian,iOS,184,51.19,3028.67,38,0
40508324-875c-4067-b432-327f0db04a2c,2025-09-16,2024-10-05,3,110.42,Italian,Android,354,37.29,415.63,3,1
579729e8-7a8d-4320-a26e-750fc27d2696,2024-03-09,2025-05-03,46,1902.48,Burgers,iOS,144,48.59,2853.72,46,0
bac043ca-96b7-4f15-b249-848c58810e2d,2025-07-16,2024-09-28,5,153.26,Indian,iOS,361,34.82,479.88,5,1
76117bbd-0c4f-4e2e-8844-276dc0a7b490,2022-11-21,2024-12-09,17,1129.59,Pizza,iOS,289,57.75,2444.39,17,3
2b36b6f5-a2b3-4e1b-91aa-0c74f9449817,2023-05-24,2025-07-19,62,3333.94,Asian,Android,67,48.86,5000.91,62,0
2cc18e4d-8399-4e41-b2af-577d43c527a4,2022-11-02,2025-05-23,50,4249.76,Burgers,Android,124,99.09,6624.64,50,1
b1d8ea69-8eb7-4d02-abf7-c0281f978761,2024-05-08,2025-01-14,27,1328.41,Healthy,Android,253,48.01,1992.62,27,0
40d2e1be-e0ef-4416-9305-405880e2ee40,2023-12-26,2024-10-16,8,713.48,Healthy,iOS,343,82.65,1070.22,8,0
44b2e5aa-f334-4f9b-badd-e398c09eb13e,2025-07-28,2024-10-20,7,286.92,Indian,iOS,339,48.98,430.38,7,0
412498f9-6de2-4e22-b1cf-851bad0294a0,2025-06-30,2024-09-21,1,48.02,Arabic,iOS,368,51.31,72.03,1,0
779bfee4-a6f7-4a50-8903-528a5e0fb618,2025-07-23,2024-09-20,2,115.75,Healthy,Android,369,68.01,173.62,2,0
d87356e9-3262-488f-9eaf-d27f2548cb37,2024-05-29,2024-10-24,10,498.36,Indian,Web,335,40.67,997.54,10,1
318c6ee8-f1c8-4a37-a3d3-59b81c84f34f,2024-06-28,2025-09-02,151,19800.61,Healthy,Android,22,147.18,30950.92,151,5
49144c1b-728c-4b4a-bc16-f82ab6824487,2022-03-12,2025-02-11,30,1624.1,Burgers,Android,225,57.2,2936.15,30,2
bb20fea4-bc89-42fe-83ed-fa0e9d620006,2024-01-15,2025-01-10,27,1540.73,Burgers,iOS,257,60.47,2311.1,27,0
bbc2b67c-9eec-4868-b0a9-68a6aea2d49e,2025-09-21,2024-09-20,1,46.67,Asian,iOS,369,51.83,70.0,1,0
e6b31a27-703a-482b-b364-5c1b15b9d469,2025-05-12,2025-01-23,30,1528.59,Indian,Android,244,49.64,2542.89,30,1
aa1c8b53-3e2e-4201-b4ce-c306c39fcfb3,2024-01-19,2024-11-02,8,425.12,Indian,Android,326,50.42,637.68,8,0
2a966a13-be04-496e-adb3-5ea8a43a5eda,2023-04-26,2025-09-09,117,15768.11,Italian,iOS,15,154.19,25402.16,117,7
d52589b9-de1b-4d90-b10e-8aed07dc4a0c,2023-09-16,2025-09-22,166,12296.57,Asian,Android,2,74.02,19194.85,166,3
d1d46f58-2b72-4139-af61-997d61275e64,2025-08-14,2024-10-23,6,335.01,Burgers,iOS,336,50.49,502.51,6,0
033ac676-b6d6-4920-9a87-8212798816f2,2022-11-16,2025-07-10,63,5552.85,Pizza,Android,76,73.95,9079.27,63,3
1138b544-d8c7-4cbe-8d1b-30400f8f2932,2023-09-12,2025-02-02,28,1470.83,Burgers,iOS,234,47.13,2206.25,28,0
d3a2b6cb-3f37-43af-b65a-5aa363140fcc,2023-12-11,2025-09-15,243,22842.99,Italian,iOS,9,105.0,35764.48,243,6
31c1b3f3-a2a5-400c-b6fa-64725436273c,2025-06-29,2024-10-05,5,230.33,Healthy,Android,354,47.08,345.49,5,0
fa96a00d-caf6-47d4-be8c-686a9bdf9c67,2025-06-29,2024-09-27,4,153.62,Arabic,Android,362,44.12,230.43,4,0
d46a1235-80c7-40d4-8b9a-0113b81c9d0b,2024-03-10,2025-02-25,33,1816.22,Arabic,Android,211,56.81,2974.33,33,1
54bdfe61-3abc-466c-a4cf-b2f39fc6ea49,2022-03-02,2024-12-27,21,1888.07,Arabic,Android,271,85.91,2832.11,21,0
0927d2fc-0306-43e0-8e3a-bb8ae18f8b8e,2024-04-10,2025-04-19,42,2912.05,Asian,iOS,158,65.15,5118.07,42,3
a26604f3-c9af-4545-b333-8169dcfc2b72,2025-06-12,2025-02-06,31,1421.24,Arabic,Android,230,37.87,2131.87,31,0
df61dbe1-b714-4c44-91b2-152483c38648,2025-08-31,2024-09-16,1,42.9,Indian,iOS,373,44.18,64.35,1,0
83a1dcf0-495e-4e40-8151-ef6c79633f34,2024-07-10,2025-04-11,40,2660.74,Pizza,iOS,166,54.51,3991.12,40,0
fd28750f-5868-4a1b-accb-cb41d7b205e5,2025-09-14,2024-10-14,7,295.69,Asian,iOS,345,39.66,443.53,7,0
ab86d1c5-eab2-4be3-811f-eb55410cde46,2022-04-01,2025-01-23,26,1831.67,Healthy,Android,244,75.13,2997.5,26,1
0db1565d-6d70-499e-830b-105742fbacf1,2024-08-06,2025-07-27,67,5702.2,Burgers,iOS,59,93.83,8803.31,67,1
e106ae32-88fb-444a-91c7-6cf135d3fe5b,2024-03-17,2025-05-25,54,3210.24,Asian,iOS,122,57.29,5315.35,54,2
9e9a3e83-9a4e-46fc-b9a0-e72710e29558,2025-07-28,2024-10-19,7,221.49,Asian,Android,340,29.57,332.23,7,0
1b6e6353-8d6e-4e62-88c6-7501b45f252f,2025-07-15,2024-10-10,5,283.99,Asian,Android,349,64.61,425.99,5,0
e90c961c-c172-44d8-a6a2-1998afad738e,2025-06-27,2024-10-05,8,381.72,Pizza,Web,354,45.4,572.58,8,0
a4c634ce-3dad-4abf-920c-31d3ab6589eb,2024-02-18,2025-04-03,39,2194.23,Pizza,iOS,174,61.39,3291.35,39,0
f5d92b55-74dc-4f13-8960-a41b25a744a7,2024-12-02,2025-03-05,35,1826.48,Healthy,Android,203,54.14,2989.73,35,1
89f32a99-dfc7-45f8-8165-9d74a93bea35,2025-08-09,2024-10-11,6,335.18,Arabic,Android,348,48.23,502.77,6,0
944bad04-9161-4c6c-9f41-dfcfcdccb9d9,2024-03-14,2025-08-26,212,22783.94,Healthy,iOS,29,94.42,36175.91,212,8
c6c2e2be-83b5-473d-8716-f0b396197356,2023-08-01,2025-08-27,101,8691.51,Burgers,Web,28,78.8,14037.27,101,4
994e4303-b0cb-47f3-83ab-6793e30065bb,2022-03-13,2025-02-07,29,1500.78,Arabic,iOS,229,59.27,2251.17,29,0
7b3299df-5083-4557-bc3b-8f4dfe42db8f,2023-11-08,2025-02-21,31,1272.04,Indian,Web,215,42.63,1908.06,31,0
1aca9cf6-7ab6-4c3c-9667-159d22021f9f,2024-11-20,2025-02-20,32,1343.5,Asian,Android,216,42.15,2265.26,32,1
40f895ff-2335-4f7f-ae57-927f730cce0e,2023-04-12,2025-08-27,104,10917.18,Indian,Android,28,91.43,17375.78,104,4
dca21033-16ec-44b5-8f6a-d43f09536c4a,2025-07-29,2024-09-28,4,216.11,Healthy,Android,361,54.62,574.16,4,1
f6a86371-bf69-4365-8a5a-bc619924c5ee,2025-08-30,2024-10-02,7,299.05,Healthy,iOS,357,36.69,448.58,7,0
21d7ef88-448e-4408-acce-bc8640ac9243,2022-11-16,2025-01-13,24,1202.28,Healthy,Android,254,51.42,2053.42,24,1
39f44feb-a611-49cf-8e86-f9b2d4e675f7,2025-09-14,2024-10-01,4,209.69,Burgers,Android,358,45.67,314.53,4,0
3cff13aa-3c47-4d0c-857e-a11629a8f004,2023-07-05,2025-08-20,69,5841.78,Pizza,Android,35,95.97,9012.67,69,1
1cdbd909-f9cd-4b18-a6a4-850d1a6b88d2,2023-11-13,2025-09-17,177,14105.02,Indian,Android,7,73.71,21657.53,177,2
07b38e70-7ffd-4ae1-8cb9-8201a8d705bf,2025-09-13,2025-03-08,38,1697.51,Asian,iOS,200,49.48,2546.27,38,0
e1ae25a6-f196-4b21-a838-c714d1211aed,2022-11-27,2024-11-02,12,914.58,Italian,Web,326,79.26,1871.88,12,2
ddef6430-845f-4d5d-ac22-919cfbc07564,2023-06-07,2025-04-17,42,2711.02,Asian,Android,160,73.37,4066.53,42,0
8e9a8e72-93fc-4973-b631-5c550ca3e980,2025-08-11,2024-10-01,6,294.76,Italian,Android,358,46.11,442.15,6,0
0b76d6f7-1f02-46eb-a54c-f7b62af3d7cd,2024-07-30,2025-08-31,137,10162.67,Pizza,Android,24,69.28,15994.01,137,3
2cfc95d7-3ae2-4de8-af63-a62d03d0ac19,2025-09-06,2024-09-18,2,100.45,Indian,iOS,371,48.98,400.67,2,1
85a33467-b110-4489-9022-c8a1042ac25f,2025-09-13,2024-10-20,6,233.14,Healthy,iOS,339,35.47,349.71,6,0
0b996908-1d57-4d69-a120-84786f18b134,2024-07-02,2025-05-03,47,2977.52,Indian,iOS,144,74.69,4466.28,47,0
98cc3e26-a1a2-4f5e-975d-cd7e820740e7,2025-09-15,2024-10-01,7,316.15,Burgers,iOS,358,50.93,474.23,7,0
ad3e8705-cd52-4f9f-ab67-a72c8ee0314d,2025-01-27,2024-11-09,13,566.56,Indian,iOS,319,40.83,1099.84,13,1
8c38c18b-02de-4556-9f27-e8b562e03868,2025-08-08,2024-10-22,6,327.02,Indian,Android,337,56.06,490.53,6,0
623b3463-5f67-43a6-b079-4bd34ba408a8,2023-11-24,2024-11-08,13,724.33,Italian,iOS,320,66.64,1586.5,13,2
b97938ac-ead2-4702-8fcc-588e49ec6e32,2024-02-14,2025-03-10,39,2436.68,Pizza,iOS,198,52.48,3655.02,39,0
51bf4361-edb5-4b91-8a13-b17c8d938a1b,2023-03-15,2025-09-17,127,9074.82,Arabic,iOS,7,68.02,15862.23,127,9
96f22a06-15c5-4e34-b183-0345a4229f14,2025-01-11,2025-02-20,32,1592.94,Arabic,iOS,216,45.42,2639.42,32,1
46bfc38b-7b8a-4091-8942-5b820c201760,2023-10-02,2025-06-20,56,5972.0,Burgers,Android,96,105.86,11208.0,56,9
8ce285db-db30-4078-8435-0ad5c04675c7,2025-08-02,2024-10-05,7,355.59,Healthy,iOS,354,49.37,533.39,7,0
689e77e5-4f30-4094-909a-c91f31eab1f4,2025-08-22,2024-10-05,6,313.99,Asian,Android,354,58.66,470.99,6,0
ad20c3fa-d501-48d7-90ff-14bf96b525c7,2024-04-30,2025-04-12,43,2740.54,Italian,iOS,165,74.3,4610.81,43,2
bbbbdbd1-32d4-4c82-80ef-337708ed3047,2024-02-07,2025-04-01,38,2872.03,Indian,iOS,176,71.92,4308.04,38,0
c068a64c-d5d6-4a82-b500-d6ef0453ab6d,2024-01-19,2025-01-21,26,2327.15,Italian,iOS,246,91.98,3740.72,26,1
d13f2495-5ebc-43bf-80e5-ebaf2eb06b1e,2024-07-16,2025-02-04,27,1390.27,Pizza,iOS,232,44.34,2085.41,27,0
be007552-f3d6-45c7-9455-213bf1867d89,2025-05-12,2025-01-30,26,1180.33,Asian,Android,237,36.88,2020.5,26,1
54d71e4a-1314-4627-9586-ff5070024916,2025-08-17,2024-10-16,5,268.16,Healthy,iOS,343,43.72,402.24,5,0
6ecf4ff1-6f97-480c-8bcb-b729b0646038,2025-06-28,2024-10-13,7,270.36,Arabic,Android,346,33.38,405.53,7,0
44c7b976-6c0d-4d97-a3d2-b7c6ab1f0327,2024-09-03,2025-08-25,291,37998.98,Healthy,iOS,30,134.5,58498.48,291,6
649ad218-a5b5-4511-a7ad-3be20356b6fe,2022-01-03,2025-06-20,57,4551.38,Italian,Android,96,73.43,6827.07,57,0
b57e526c-1627-499a-9e14-b9894c91372f,2025-09-15,2024-09-18,2,107.96,Healthy,Web,371,63.14,161.94,2,0
f14dfb3e-fe3c-4361-a44d-9a28d739a70f,2022-01-01,2025-03-06,35,1821.9,Burgers,iOS,202,42.97,2982.85,35,1
726ff6fd-cec9-4bf1-8067-eaa6483dc53a,2024-03-07,2024-12-06,16,1168.91,Indian,iOS,292,60.97,1753.36,16,0
d164d651-9d36-4ea0-a619-484819bf0f3b,2023-05-10,2024-12-23,18,1458.76,Indian,Web,275,81.86,2188.14,18,0
9e5d78a1-c5bd-4495-84d4-4eca976b5158,2024-07-01,2025-01-03,21,1867.53,Asian,Android,264,91.96,3051.29,21,1
5e065732-03d9-4317-9d7c-24ce85d5bed9,2023-02-20,2025-08-11,67,5995.82,Asian,Web,44,97.49,8993.74,67,0
6b70d4d5-6e0d-4295-b1d4-6873c29d0b1c,2025-04-11,2024-11-20,16,988.07,Asian,iOS,308,57.1,1482.11,16,0
60bf684e-240d-483a-8dd0-64e34b50c34d,2025-08-14,2024-09-25,1,50.95,Asian,Android,364,57.88,326.43,1,1
67bee26e-9f30-418c-9089-bcfd91459617,2024-10-19,2025-03-07,37,2629.45,Arabic,iOS,201,60.86,4194.18,37,1
03f2ffe0-c8ef-482f-b588-73899b5ffa2d,2022-03-17,2025-03-06,36,2625.47,Indian,iOS,202,66.03,4438.2,36,2
8e300e9c-8edb-4ef1-aef6-84198a393869,2023-04-25,2025-07-10,60,4451.63,Pizza,Android,76,71.34,6927.45,60,1
78f45889-1e49-476a-90d5-2b99a2a1a620,2025-08-11,2024-10-07,8,361.91,Pizza,Android,352,45.5,542.86,8,0
7c3c4c2f-a40e-4199-a910-c002ae9ff41d,2024-10-15,2025-04-21,42,3342.53,Arabic,iOS,156,90.14,5013.8,42,0
5ef993c3-07d7-4fec-9d34-a21912990cb3,2025-04-17,2025-02-21,33,1472.61,Burgers,Web,215,45.27,2208.92,33,0
741ad2c2-5cee-479c-ae3c-76796dc2d7db,2024-02-21,2025-04-29,47,3494.06,Burgers,Android,148,76.22,5241.09,47,0
6086a5f3-e594-4c30-b458-30d691c0e6c0,2024-04-05,2025-02-02,32,2666.05,Burgers,iOS,234,99.55,3999.07,32,0
05b3f116-2062-4446-bc9b-7cd1983e5d3b,2023-10-11,2024-12-23,21,1149.37,Burgers,Android,275,53.38,1724.05,21,0
b39844f4-e194-4b21-ae7e-2fbc21f8b225,2024-07-23,2025-06-08,53,3415.9,Indian,iOS,108,57.26,5123.84,53,0
f6a0e01f-d969-4458-b45d-87295bc71822,2025-09-02,2024-10-17,5,245.38,Italian,Android,342,43.58,368.07,5,0
df681283-d4be-477b-8f1f-114793cabbe1,2023-08-16,2025-07-22,63,3587.13,Healthy,Android,64,47.44,5380.69,63,0
1423040d-fa4f-466c-8d7f-6dfb03c2e3e5,2024-02-08,2024-11-13,13,609.09,Indian,Web,315,43.4,1163.64,13,1
fafb6c18-f190-4cec-82d4-54e1017f040e,2023-05-23,2025-07-26,63,5058.08,Burgers,iOS,60,84.95,7587.12,63,0
f0d4ad0c-23a2-4fe4-af3c-fc8f5e58e27a,2024-07-11,2025-09-12,289,37527.78,Healthy,iOS,12,105.26,58541.67,289,9
82afea66-55ea-4359-9c78-0e7076032584,2023-11-17,2025-02-15,29,1812.61,Indian,iOS,221,73.59,2718.91,29,0
7c959cad-75e7-4531-9e26-bc3df514083e,2024-05-11,2025-02-14,32,1304.19,Italian,Android,222,39.34,1956.29,32,0
bf79dcb6-abc4-4f76-9718-27dfb4c0c39a,2024-08-23,2024-12-18,22,917.18,Pizza,iOS,280,46.76,1375.76,22,0
2f542dc6-9a24-4eb8-a295-b0414bfaf1db,2022-02-22,2025-04-28,46,2916.62,Healthy,iOS,149,63.28,4624.93,46,1
cc1791f8-ac48-4aa4-8ab4-1a8218b8f130,2024-01-31,2025-04-01,40,3175.48,Arabic,iOS,176,84.18,5013.21,40,1
1786e4b7-47c3-43cc-a508-01c08d2a3e18,2025-09-08,2024-10-24,6,213.63,Italian,Android,335,35.33,320.45,6,0
2344f207-f0a1-4255-a71e-bf8e979bc54c,2023-12-13,2025-09-07,206,17884.18,Healthy,iOS,17,93.84,28826.27,206,8
9a68990e-2412-447e-a9a7-f0412d519614,2023-01-14,2025-05-31,53,4659.3,Pizza,Android,116,101.37,7238.95,53,1
130f0872-966f-4d47-8321-4b1455928cd5,2025-08-13,2025-04-13,41,2412.48,Italian,iOS,164,67.42,3618.72,41,0
fee66950-e1b3-40ee-b506-aa35cfa85cc8,2023-08-18,2025-09-16,232,21779.01,Arabic,iOS,8,86.56,33418.52,232,3
5dcf19aa-bb3d-451c-b893-dae943ab6168,2024-07-22,2025-08-27,198,18399.52,Italian,iOS,28,92.74,29599.27,198,8
8db5975f-d2c4-47bd-9af0-bb9521c390e2,2022-07-13,2025-05-09,46,3045.49,Indian,iOS,138,63.9,4568.24,46,0
d55c41b2-7c71-4adb-9f72-fe574b2c8bff,2024-06-03,2025-02-08,32,2077.0,Burgers,iOS,228,68.76,3115.5,32,0
817bf3ce-c78d-4642-af63-def851a76445,2025-05-26,2024-11-01,11,784.25,Italian,iOS,327,72.48,1426.38,11,1
2057111f-243b-4306-93f6-5b6fd84ccc20,2022-02-09,2025-01-29,28,1405.99,Indian,Android,238,48.36,2108.99,28,0
0003fd3e-d49b-421a-bf37-c8f75dfec77c,2024-04-06,2025-08-14,66,4896.9,Healthy,iOS,41,71.0,7345.35,66,0
0cbe735d-bbfc-4897-b027-1efc049fb2fd,2024-02-25,2025-09-10,102,7331.2,Burgers,Android,14,68.49,11496.8,102,2
b441a695-ece3-41fd-b834-e80b66386c22,2025-07-01,2024-10-05,3,111.25,Healthy,Android,354,36.67,166.87,3,0
0d86ff36-f35d-464d-866d-8ac168f65558,2025-09-14,2024-10-28,8,326.1,Arabic,iOS,331,37.3,489.15,8,0
47483ec1-22d1-45fa-93c8-acca3615ede4,2024-08-25,2024-11-30,19,986.22,Burgers,Android,298,45.92,1729.33,19,1
80cb135d-2d78-4a72-bdeb-d029785218de,2025-09-09,2024-09-27,3,176.21,Asian,Android,362,63.87,264.31,3,0
e32e3ac4-53fe-40e3-9c6c-3c4e8f5b8149,2023-01-21,2025-09-08,219,18779.95,Arabic,Android,16,69.02,28919.92,219,3
0ef40214-014b-4836-87ad-fc55c99cb5f3,2025-03-04,2025-01-15,28,1322.73,Indian,Android,252,50.23,2234.1,28,1
e993f6e9-f200-4b99-a6e6-2c018529e74f,2021-12-30,2024-12-15,17,1130.96,Healthy,iOS,283,77.53,1696.44,17,0
430679d8-b058-4c0b-a931-e8032ec9e5f6,2024-03-07,2024-11-26,15,1068.81,Asian,Android,302,85.07,1603.21,15,0
fe62314e-22e1-42fc-9710-1a773d88eb62,2024-03-01,2025-09-21,200,15774.44,Arabic,Android,3,72.09,25661.66,200,8
8ad09042-ef18-4725-b10c-88c063b55bfb,2022-12-28,2025-06-09,55,4510.37,Burgers,iOS,107,81.52,6765.56,55,0
0199673b-5f86-45af-85bd-e81dcb7ab831,2025-09-16,2024-10-10,6,349.74,Burgers,Android,349,55.17,524.61,6,0
f1668e89-59f7-471a-894b-08d20f1536da,2025-08-08,2024-10-06,8,257.16,Arabic,iOS,353,37.09,385.74,8,0
0f1abefd-f2e3-4dc9-80c8-6a82b2b11b81,2023-11-09,2025-08-27,166,16914.69,Italian,iOS,28,85.68,26122.04,166,3
0043384a-f987-4ca6-9f2e-621e930951a6,2022-11-30,2025-09-14,155,16160.15,Burgers,iOS,10,86.86,25740.22,155,6
cea8be58-e2ca-478d-b6bd-0773d805ee6a,2025-08-19,2024-09-12,1,37.14,Italian,Web,377,31.39,55.71,1,0
50a2c011-160f-49f3-a82d-0a46d0f7d4e7,2022-01-21,2024-10-22,7,381.0,Asian,iOS,337,57.1,1071.51,7,2
0b2aa744-e14f-443f-bf5e-39fb14b3f352,2025-07-12,2024-09-13,2,98.43,Burgers,iOS,376,47.37,147.65,2,0
dcb8c9a0-d123-4280-b26e-df2e3a37b907,2025-08-31,2024-09-29,6,204.07,Italian,Web,360,39.76,306.1,6,0
22dba981-91cb-47c7-9220-f7040da124c5,2025-04-26,2024-12-26,21,1170.38,Arabic,iOS,272,59.66,1755.57,21,0
cf460215-1225-43fd-b65e-3ce808676b2a,2024-02-17,2025-03-16,39,2710.9,Burgers,iOS,192,70.65,4066.35,39,0
012db1c4-03c3-430d-ae34-4b14505c6986,2023-01-08,2025-07-06,60,4661.41,Italian,Android,80,66.2,7492.12,60,2
d4796110-b35e-45f5-a7f2-f49d41a51d1f,2025-08-23,2024-12-07,18,845.81,Burgers,Android,291,54.77,1768.72,18,2
92f1d3d0-8111-40f3-a093-e2cf162cf897,2025-09-15,2025-03-15,37,1921.75,Italian,iOS,193,46.01,2882.63,37,0
b2f9fa1a-53c5-4448-b61c-c55b8fd0720c,2025-04-20,2024-12-25,20,1351.31,Burgers,Android,273,64.96,2276.97,20,1
cc259a1b-240e-4222-a557-1020cf8be199,2024-04-25,2025-01-26,25,1226.12,Healthy,Android,241,42.64,1839.18,25,0
8e2a4c5a-97d5-4683-a9c7-c2dd77e42950,2023-11-13,2025-09-09,258,22171.78,Healthy,iOS,15,96.22,33757.67,258,2
58389bc7-6981-4678-9b82-b67ddd7e0ae6,2023-06-14,2024-11-06,13,875.62,Pizza,iOS,322,79.41,1563.44,13,1
78e33d35-f4e0-440f-876e-6a0641d0b488,2023-12-29,2025-04-17,41,3131.28,Italian,iOS,160,76.68,4696.92,41,0
168d1def-bb92-4370-9619-e0ce69d5ddf5,2024-01-11,2024-12-01,17,1406.89,Indian,iOS,297,87.43,2360.34,17,1
ecfa60c9-83c1-4063-b890-33f0cb041d56,2025-08-25,2024-12-13,17,751.72,Asian,iOS,285,40.03,1127.58,17,0
4f942b3e-ce05-4281-b3c2-5e627960e810,2023-01-05,2025-08-29,232,23929.71,Arabic,Android,26,86.82,37144.57,232,5
c5404be9-e6d5-4568-b695-6a3815280e7c,2024-02-29,2025-02-21,34,2941.49,Pizza,iOS,215,75.62,4912.24,34,2
5510f786-4200-4a56-8917-f2d6121aeb14,2025-08-29,2024-10-04,4,171.99,Arabic,Android,355,44.94,257.99,4,0
a9fb1b54-8fbd-4cfd-8651-a34f5a0f3cdb,2021-11-13,2024-10-31,11,764.9,Burgers,iOS,328,78.88,1397.34,11,1
1197aeb0-2ee4-4d62-af42-19dd38c682d8,2024-12-13,2024-12-26,20,1206.69,Healthy,iOS,272,63.33,1810.04,20,0
e1b3b9d1-f887-4c21-b69d-2be14bf91d08,2023-02-19,2024-10-13,8,471.69,Healthy,Android,346,67.39,957.54,8,1
418b6aa2-7016-46ad-9c25-3a40ba7696f5,2024-04-19,2025-08-31,154,12344.44,Arabic,Android,24,65.95,20516.67,154,8
565f8687-3df0-4dc0-92e8-4094e19d768c,2024-10-11,2025-01-16,27,1990.97,Asian,iOS,251,73.99,3486.45,27,2
0f7b5245-87aa-4080-abb1-7a8b26c118f2,2025-09-11,2024-10-08,5,212.51,Pizza,iOS,351,46.24,318.77,5,0
6f77cc54-8bb1-47de-baa0-a29745e3e268,2023-07-17,2025-08-25,111,11460.93,Indian,Android,30,101.1,18191.4,111,4
9699e962-319a-409f-b2a3-53696de46fed,2021-11-05,2025-03-06,33,1766.42,Arabic,Android,202,61.05,2649.63,33,0
4059d846-ff17-4b76-b7be-51dffd5eb636,2025-08-14,2024-10-20,6,246.1,Indian,iOS,339,43.23,619.15,6,1
31fab84d-80dd-4005-8abc-b652ee52ab7b,2024-07-06,2025-08-25,285,21131.31,Pizza,iOS,30,59.44,32196.97,285,2
ccda08bf-5163-4bff-ad47-cb5af7b96b0d,2025-08-13,2024-10-19,7,411.28,Arabic,Android,340,69.07,616.93,7,0
e8628d4b-cc3c-43f5-bb3c-d9c8ebcfa81a,2022-05-31,2025-04-22,44,3717.44,Italian,iOS,155,87.84,5826.16,44,1
ea3dbc37-67e8-4ce0-8c44-2d17d98d2038,2025-08-21,2024-10-07,7,357.83,Burgers,Android,352,47.17,786.74,7,1
0d9630be-5580-485a-94b2-79cd0c248f00,2023-01-03,2025-06-27,57,4018.83,Asian,Android,89,83.07,7778.24,57,7
b4666d99-46d5-4341-ad50-a84e71bfd71b,2023-01-25,2024-10-27,8,551.03,Pizza,Android,332,74.14,1076.54,8,1
55e77e00-9eb0-4a8e-b2f0-b90d5c2fe996,2023-10-31,2025-02-18,35,2276.17,Indian,iOS,218,73.3,3414.25,35,0
28d217d6-65a6-4c40-b5fe-ea0a5d3da878,2023-06-09,2025-09-05,172,21295.13,Burgers,iOS,19,119.13,33692.69,172,7
027ddf7e-d31c-43fb-baab-f7ec2eca29b7,2022-05-08,2025-02-04,30,1732.05,Pizza,iOS,232,48.54,2848.08,30,1
